Date,Close
8/23/18,53.872501
8/24/18,54.040001
8/27/18,54.485001
8/28/18,54.924999
8/29/18,55.744999
8/30/18,56.2575
8/31/18,56.907501
9/4/18,57.09
9/5/18,56.717499
9/6/18,55.775002
9/7/18,55.325001
9/10/18,54.5825
9/11/18,55.962502
9/12/18,55.267502
9/13/18,56.602501
9/14/18,55.959999
9/17/18,54.470001
9/18/18,54.560001
9/19/18,54.592499
9/20/18,55.0075
9/21/18,54.415001
9/24/18,55.197498
9/25/18,55.547501
9/26/18,55.105
9/27/18,56.237499
9/28/18,56.435001
10/1/18,56.814999
10/2/18,57.32
10/3/18,58.017502
10/4/18,56.997501
10/5/18,56.072498
10/8/18,55.942501
10/9/18,56.717499
10/10/18,54.09
10/11/18,53.612499
10/12/18,55.5275
10/15/18,54.34
10/16/18,55.537498
10/17/18,55.297501
10/18/18,54.005001
10/19/18,54.827499
10/22/18,55.162498
10/23/18,55.682499
10/24/18,53.772499
10/25/18,54.950001
10/26/18,54.075001
10/29/18,53.060001
10/30/18,53.325001
10/31/18,54.715
11/1/18,55.555
11/2/18,51.869999
11/5/18,50.397499
11/6/18,50.942501
11/7/18,52.487499
11/8/18,52.122501
11/9/18,51.1175
11/12/18,48.5425
11/13/18,48.057499
11/14/18,46.700001
11/15/18,47.852501
11/16/18,48.3825
11/19/18,46.465
11/20/18,44.244999
11/21/18,44.195
11/23/18,43.072498
11/26/18,43.654999
11/27/18,43.560001
11/28/18,45.235001
11/29/18,44.887501
11/30/18,44.645
12/3/18,46.205002
12/4/18,44.172501
12/6/18,43.68
12/7/18,42.122501
12/10/18,42.400002
12/11/18,42.157501
12/12/18,42.275002
12/13/18,42.737499
12/14/18,41.369999
12/17/18,40.985001
12/18/18,41.517502
12/19/18,40.2225
12/20/18,39.2075
12/21/18,37.682499
12/24/18,36.7075
12/26/18,39.2925
12/27/18,39.037498
12/28/18,39.057499
12/31/18,39.435001
1/2/19,39.48
1/3/19,35.547501
1/4/19,37.064999
1/7/19,36.982498
1/8/19,37.6875
1/9/19,38.327499
1/10/19,38.450001
1/11/19,38.072498
1/14/19,37.5
1/15/19,38.267502
1/16/19,38.735001
1/17/19,38.965
1/18/19,39.205002
1/22/19,38.325001
1/23/19,38.48
1/24/19,38.174999
1/25/19,39.439999
1/28/19,39.075001
1/29/19,38.669998
1/30/19,41.3125
1/31/19,41.610001
2/1/19,41.630001
2/4/19,42.8125
2/5/19,43.544998
2/6/19,43.560001
2/7/19,42.735001
2/8/19,42.602501
2/11/19,42.357498
2/12/19,42.7225
2/13/19,42.544998
2/14/19,42.700001
2/15/19,42.605
2/19/19,42.732498
2/20/19,43.0075
2/21/19,42.764999
2/22/19,43.2425
2/25/19,43.557499
2/26/19,43.5825
2/27/19,43.717499
2/28/19,43.287498
3/1/19,43.7425
3/4/19,43.962502
3/5/19,43.8825
3/6/19,43.630001
3/7/19,43.125
3/8/19,43.227501
3/11/19,44.724998
3/12/19,45.227501
3/13/19,45.427502
3/14/19,45.932499
3/15/19,46.529999
3/18/19,47.005001
3/19/19,46.6325
3/20/19,47.040001
3/21/19,48.772499
3/22/19,47.762501
3/25/19,47.185001
3/26/19,46.697498
3/27/19,47.1175
3/28/19,47.18
3/29/19,47.487499
4/1/19,47.810001
4/2/19,48.505001
4/3/19,48.837502
4/4/19,48.922501
4/5/19,49.25
4/8/19,50.025002
4/9/19,49.875
4/10/19,50.154999
4/11/19,49.737499
4/12/19,49.717499
4/15/19,49.807499
4/16/19,49.8125
4/17/19,50.782501
4/18/19,50.965
4/22/19,51.1325
4/23/19,51.869999
4/24/19,51.790001
4/25/19,51.32
4/26/19,51.075001
4/29/19,51.1525
4/30/19,50.1675
5/1/19,52.630001
5/2/19,52.287498
5/3/19,52.9375
5/6/19,52.119999
5/7/19,50.715
5/8/19,50.724998
5/9/19,50.18
5/10/19,49.294998
5/13/19,46.43
5/14/19,47.165001
5/15/19,47.73
5/16/19,47.52
5/17/19,47.25
5/20/19,45.772499
5/21/19,46.650002
5/22/19,45.695
5/23/19,44.915001
5/24/19,44.7425
5/28/19,44.557499
5/29/19,44.345001
5/30/19,44.575001
5/31/19,43.767502
6/3/19,43.325001
6/4/19,44.91
6/5/19,45.634998
6/6/19,46.305
6/7/19,47.537498
6/10/19,48.145
6/11/19,48.702499
6/12/19,48.547501
6/13/19,48.537498
6/14/19,48.185001
6/17/19,48.4725
6/18/19,49.612499
6/19/19,49.467499
6/20/19,49.865002
6/21/19,49.695
6/24/19,49.645
6/25/19,48.892502
6/26/19,49.950001
6/27/19,49.935001
6/28/19,49.48
7/1/19,50.387501
7/2/19,50.682499
7/3/19,51.102501
7/5/19,51.057499
7/8/19,50.005001
7/9/19,50.310001
7/10/19,50.807499
7/11/19,50.4375
7/12/19,50.825001
7/15/19,51.302502
7/16/19,51.125
7/17/19,50.837502
7/18/19,51.415001
7/19/19,50.647499
7/22/19,51.805
7/23/19,52.209999
7/24/19,52.1675
7/25/19,51.755001
7/26/19,51.935001
7/29/19,52.419998
7/30/19,52.195
7/31/19,53.259998
8/1/19,52.107498
8/2/19,51.005001
8/5/19,48.334999
8/6/19,49.25
8/7/19,49.759998
8/8/19,50.857498
8/9/19,50.247501
8/12/19,50.119999
8/13/19,52.2425
8/14/19,50.6875
8/15/19,50.435001
8/16/19,51.625
8/19/19,52.587502
8/20/19,52.59
8/21/19,53.16
8/22/19,53.115002
8/23/19,50.66
8/26/19,51.622501
8/27/19,51.040001
8/28/19,51.3825
8/29/19,52.252499
8/30/19,52.185001
9/3/19,51.424999
9/4/19,52.297501
9/5/19,53.32
9/6/19,53.314999
9/9/19,53.5425
9/10/19,54.174999
9/11/19,55.897499
9/12/19,55.772499
9/13/19,54.6875
9/16/19,54.974998
9/17/19,55.174999
9/18/19,55.692501
9/19/19,55.240002
9/20/19,54.432499
9/23/19,54.68
9/24/19,54.419998
9/25/19,55.2575
9/26/19,54.9725
9/27/19,54.705002
9/30/19,55.9925
10/1/19,56.147499
10/2/19,54.740002
10/3/19,55.205002
10/4/19,56.752499
10/7/19,56.764999
10/8/19,56.099998
10/9/19,56.7575
10/10/19,57.522499
10/11/19,59.052502
10/14/19,58.967499
10/15/19,58.830002
10/16/19,58.592499
10/17/19,58.82
10/18/19,59.102501
10/21/19,60.127499
10/22/19,59.990002
10/23/19,60.794998
10/24/19,60.895
10/25/19,61.645
10/28/19,62.262501
10/29/19,60.822498
10/30/19,60.814999
10/31/19,62.189999
11/1/19,63.955002
11/4/19,64.375
11/5/19,64.282501
11/6/19,64.309998
11/7/19,64.857498
11/8/19,65.035004
11/11/19,65.550003
11/12/19,65.489998
11/13/19,66.1175
11/14/19,65.660004
11/15/19,66.440002
11/18/19,66.775002
11/19/19,66.572502
11/20/19,65.797501
11/21/19,65.502502
11/22/19,65.445
11/25/19,66.592499
11/26/19,66.072502
11/27/19,66.959999
11/29/19,66.8125
12/2/19,66.040001
12/3/19,64.862503
12/4/19,65.434998
12/5/19,66.394997
12/6/19,67.677498
12/9/19,66.730003
12/10/19,67.120003
12/11/19,67.692497
12/12/19,67.864998
12/13/19,68.787498
12/16/19,69.964996
12/17/19,70.102501
12/18/19,69.934998
12/19/19,70.004997
12/20/19,69.860001
12/23/19,71
12/24/19,71.067497
12/26/19,72.477501
12/27/19,72.449997
12/30/19,72.879997
